customer_id,customer_name,segment,region,city,join_date
CUST0094,CV Wahyuni Hutasoit Tbk,Mini Market,Sumatera Utara,Binjai,2025-09-04
CUST0095,PT Prakasa Tbk,Retail Store,DKI Jakarta,Jakarta Barat,2025-03-13
CUST0096,CV Dongoran Gunawan,Wholesaler,Jawa Barat,Bogor,2024-04-28
CUST0097,Perum Hidayanto Hasanah Tbk,Mini Market,Sulawesi Selatan,Makassar,2024-05-21
CUST0098,PD Lailasari Wacana,Retail Store,Jawa Tengah,Solo,2026-04-23
CUST0099,PT Anggraini,Wholesaler,Banten,Cilegon,2024-05-20
CUST0100,PT Puspita Prayoga (Persero) Tbk,Wholesaler,Sulawesi Selatan,Parepare,2024-04-22
CUST0101,Perum Purwanti Riyanti Tbk,Retail Store,DKI Jakarta,Jakarta Pusat,2025-01-07
CUST0102,Perum Mayasari Aryani Tbk,Wholesaler,Jawa Barat,Bandung,2026-07-02
CUST0103,PD Rajata Prayoga Tbk,Retail Store,DKI Jakarta,Jakarta Pusat,2026-05-05
CUST0104,CV Saefullah Farida (Persero) Tbk,Supermarket,Jawa Barat,Bekasi,2025-12-12
CUST0105,UD Sitorus Simanjuntak,Retail Store,Jawa Barat,,2025-10-16
CUST0106,CV Maryadi,Supermarket,DKI Jakarta,Jakarta Barat,2026-04-30
CUST0107,CV Haryanto Agustina,Retail Store,DKI Jakarta,Jakarta Pusat,2024-05-06
CUST0108,PD Halim Putra Tbk,Retail Store,Banten,Serang,2024-11-15
CUST0109,Perum Wibowo,Supermarket,Jawa Tengah,Tegal,2024-10-26
CUST0110,UD Wibisono Tbk,Wholesaler,DKI Jakarta,Jakarta Barat,2025-01-30
CUST0111,PD Prasetya Saputra,Mini Market,DKI Jakarta,Jakarta Timur,2025-04-07
CUST0112,PD Sirait,Retail Store,Jawa Barat,Cirebon,2024-12-16
CUST0113,CV Hastuti Mahendra (Persero) Tbk,Retail Store,Jawa Tengah,Semarang,2025-08-28
CUST0114,PT Yuniar,Retail Store,Bali,Denpasar,2026-05-16
CUST0115,CV Hardiansyah Rajata Tbk,Mini Market,Sulawesi Selatan,Parepare,2024-12-08
CUST0116,UD Sirait Wibowo Tbk,Mini Market,Banten,Cilegon,2024-08-19
CUST0117,UD Hutapea Halimah (Persero) Tbk,Mini Market,DKI Jakarta,Jakarta Timur,2025-11-27
CUST0118,UD Prasetyo,Supermarket,Jawa Barat,Bandung,2025-11-24
CUST0119,PT Prayoga,Retail Store,Jawa Tengah,Magelang,2025-08-07
CUST0120,Perum Mangunsong,Retail Store,DKI Jakarta,Jakarta Barat,2024-04-01
CUST0121,PT Pratiwi Pratama Tbk,Online Reseller,Sulawesi Selatan,Makassar,2024-05-14
CUST0122,CV Sudiati (Persero) Tbk,Retail Store,Sulawesi Selatan,Parepare,2025-09-30
CUST0123,UD Kurniawan Prastuti,Online Reseller,Jawa Barat,Bandung,2025-12-25
CUST0124,Perum Wastuti Tbk,Online Reseller,Jawa Timur,Sidoarjo,2023-09-24
CUST0125,PT Rahayu Utami,Wholesaler,Bali,,2024-11-03
CUST0126,Perum Lazuardi (Persero) Tbk,Retail Store,Jawa Tengah,Semarang,2024-05-18
CUST0127,UD Hidayat Mayasari Tbk,Retail Store,Sumatera Utara,Binjai,2024-09-10
CUST0128,PD Kurniawan Astuti Tbk,Mini Market,Jawa Barat,Cirebon,2023-09-09
CUST0129,CV Fujiati Nugroho Tbk,Supermarket,Sulawesi Selatan,Makassar,2025-07-22
CUST0130,PD Fujiati Rahayu Tbk,Retail Store,DKI Jakarta,Jakarta Selatan,2025-07-01
CUST0131,PT Setiawan Hartati,Online Reseller,DKI Jakarta,Jakarta Timur,2024-08-13
CUST0132,Perum Suryatmi Winarsih Tbk,Mini Market,Jawa Barat,Bekasi,2024-05-20
CUST0133,UD Najmudin Laksita (Persero) Tbk,Supermarket,Sumatera Utara,Medan,2024-08-29
CUST0134,UD Setiawan Tbk,Supermarket,DKI Jakarta,Jakarta Timur,2024-09-18
CUST0135,PT Permadi Wasita,Retail Store,Jawa Tengah,Tegal,2025-04-26
CUST0136,PD Yuliarti Lestari,Wholesaler,Sumatera Utara,Medan,2025-02-11
CUST0137,PT Sihombing,Online Reseller,Sumatera Utara,Medan,2024-12-29
CUST0138,UD Wijayanti Prastuti,Mini Market,Jawa Timur,Sidoarjo,2024-04-25
CUST0139,PD Pudjiastuti Tbk,Mini Market,Banten,Serang,2024-10-04
CUST0140,UD Samosir Ramadan (Persero) Tbk,Wholesaler,Banten,Tangerang,2024-09-15
CUST0141,UD Lazuardi Nasyiah,Retail Store,Sulawesi Selatan,Makassar,2024-01-06
CUST0142,CV Pratama Laksmiwati,Retail Store,Jawa Timur,Malang,2026-07-03
CUST0143,PT Nababan Tbk,Retail Store,DKI Jakarta,Jakarta Pusat,2024-06-24
CUST0144,UD Budiman Nasyidah,Mini Market,Jawa Timur,Surabaya,2024-05-02
CUST0145,PT Puspasari,Mini Market,Jawa Tengah,Tegal,2024-01-12
CUST0146,PD Jailani Budiman,Retail Store,Jawa Barat,Bandung,2024-07-11
CUST0147,PD Farida Siregar (Persero) Tbk,Retail Store,Sumatera Utara,Medan,2025-05-16
CUST0148,PD Latupono (Persero) Tbk,Mini Market,Jawa Barat,Bekasi,2026-07-19
CUST0149,Perum Usamah,Retail Store,Banten,Cilegon,2024-11-07
CUST0150,CV Pratiwi Sihombing,Retail Store,DKI Jakarta,Jakarta Barat,2025-09-16
CUST0151,PT Puspita Agustina,Mini Market,Jawa Barat,Cirebon,2023-11-28
CUST0152,Perum Wibowo Hartati,Mini Market,DKI Jakarta,Jakarta Selatan,2025-06-20
CUST0153,Perum Aryani Tbk,Online Reseller,Banten,Serang,2026-05-17
CUST0154,Perum Januar,Retail Store,Jawa Timur,Kediri,2025-05-10
CUST0155,CV Saptono Wijayanti,Retail Store,Banten,Tangerang,2026-06-29
CUST0156,CV Puspasari Hutagalung,Retail Store,Jawa Timur,,2023-11-23
CUST0157,PD Riyanti Halimah Tbk,Online Reseller,Jawa Barat,Bogor,2024-02-14
CUST0158,UD Hasanah (Persero) Tbk,Supermarket,Sumatera Utara,Binjai,2023-10-01
CUST0159,Perum Wijayanti (Persero) Tbk,Retail Store,Jawa Timur,Sidoarjo,2025-09-17
CUST0160,CV Santoso Megantara,Retail Store,Jawa Barat,Depok,2024-12-04
CUST0161,UD Riyanti Purnawati,Supermarket,DKI Jakarta,Jakarta Barat,2023-11-13
CUST0162,PT Hastuti Sihombing Tbk,Retail Store,DKI Jakarta,Jakarta Pusat,2026-05-31
CUST0163,PD Hutapea Rahimah (Persero) Tbk,Supermarket,Bali,Denpasar,2026-06-24
CUST0164,Perum Ramadan (Persero) Tbk,Mini Market,DKI Jakarta,Jakarta Selatan,2026-04-26
CUST0165,UD Permata,Retail Store,Jawa Timur,Surabaya,2023-12-05
CUST0166,PD Maryati Yulianti,Supermarket,Jawa Tengah,Magelang,2023-10-10
CUST0167,CV Padmasari Tbk,Retail Store,Jawa Barat,Bandung,2024-12-23
CUST0168,PT Halimah Tampubolon Tbk,Retail Store,Jawa Barat,Cirebon,2025-07-22
CUST0169,CV Sitompul,Supermarket,Sumatera Utara,Medan,2024-08-25
CUST0170,UD Wijayanti Wacana (Persero) Tbk,Retail Store,Jawa Timur,Malang,2024-11-19
CUST0171,UD Sinaga (Persero) Tbk,Mini Market,Jawa Timur,Surabaya,2025-01-06
CUST0172,Perum Adriansyah Wahyuni Tbk,Mini Market,Jawa Barat,Bandung,2026-07-24
CUST0173,Perum Tarihoran Oktaviani,Mini Market,Jawa Timur,Surabaya,2024-11-21
CUST0174,PT Putra Santoso (Persero) Tbk,Retail Store,DKI Jakarta,Jakarta Selatan,2025-12-02
CUST0175,PD Maheswara Dabukke (Persero) Tbk,Mini Market,Jawa Timur,Surabaya,2026-06-07
CUST0176,Perum Budiman Tbk,Wholesaler,Jawa Timur,Surabaya,2025-10-12
CUST0177,PD Lazuardi,Retail Store,DKI Jakarta,Jakarta Timur,2023-12-07
CUST0178,PD Siregar Melani,Mini Market,Jawa Barat,Bandung,2025-08-05
CUST0179,PD Halimah Prasasta Tbk,Mini Market,Jawa Barat,Cirebon,2025-10-07
CUST0180,CV Rahimah Melani (Persero) Tbk,Mini Market,Sulawesi Selatan,Makassar,2025-04-21
CUST0181,PD Siregar Tbk,Mini Market,Jawa Timur,Sidoarjo,2026-03-30
CUST0182,UD Rahmawati Tbk,Mini Market,Jawa Timur,Kediri,2026-02-10
CUST0183,Perum Laksmiwati Situmorang Tbk,Retail Store,Sulawesi Selatan,Makassar,2026-03-31
CUST0184,PD Sinaga Nainggolan (Persero) Tbk,Online Reseller,Bali,Denpasar,2025-04-22
CUST0185,PD Gunawan Simanjuntak,Retail Store,Jawa Barat,Cirebon,2025-05-14
CUST0186,PD Wijayanti Yulianti (Persero) Tbk,Retail Store,Jawa Barat,Cirebon,2025-11-19
CUST0187,CV Mardhiyah,Supermarket,Jawa Barat,Depok,2025-02-19
CUST0188,PT Farida (Persero) Tbk,Retail Store,Jawa Barat,Bekasi,2026-07-19
CUST0189,PT Megantara Wasita (Persero) Tbk,Retail Store,Sumatera Utara,Binjai,2025-03-24
CUST0190,UD Oktaviani Tbk,Retail Store,Sumatera Utara,Binjai,2023-11-16
CUST0191,Perum Wibowo Tbk,Supermarket,Jawa Barat,Bekasi,2025-08-07
CUST0192,Perum Firgantoro Safitri (Persero) Tbk,Wholesaler,DKI Jakarta,Jakarta Pusat,2025-07-13
CUST0193,CV Iswahyudi Tbk,Wholesaler,Banten,Tangerang,2024-05-10
CUST0194,PD Marbun,Retail Store,Jawa Tengah,Tegal,2026-08-02
CUST0195,PT Simbolon,Wholesaler,Banten,Serang,2025-09-24
CUST0196,UD Wahyudin Tbk,Mini Market,Bali,Gianyar,2026-01-14
CUST0197,Perum Zulaika Najmudin (Persero) Tbk,Wholesaler,Jawa Timur,Kediri,2024-02-02
CUST0198,Perum Zulaika Permadi Tbk,Online Reseller,Jawa Tengah,Tegal,2024-03-05
CUST0199,CV Hariyah Uyainah,Mini Market,Sumatera Utara,Medan,2026-05-22
CUST0200,PT Hastuti Tbk,Supermarket,Banten,Cilegon,2024-05-31
CUST0201,PT Handayani Situmorang,Online Reseller,Jawa Barat,Bandung,2025-09-06
CUST0202,PD Ramadan Tbk,Wholesaler,Jawa Timur,Surabaya,2026-08-12
CUST0203,PD Laksmiwati Kurniawan,Wholesaler,Jawa Tengah,Tegal,2026-03-09
CUST0204,Perum Sihombing Tbk,Retail Store,Jawa Timur,Sidoarjo,2024-05-12
CUST0205,UD Anggriawan Pratiwi (Persero) Tbk,Retail Store,Sulawesi Selatan,Makassar,2023-09-20
CUST0206,UD Pradana Sudiati Tbk,Online Reseller,Jawa Tengah,Solo,2026-05-20
CUST0207,Perum Ramadan Wastuti,Mini Market,Bali,Denpasar,2024-04-22
CUST0208,PT Utami Yuliarti,Mini Market,DKI Jakarta,Jakarta Selatan,2025-12-01
CUST0209,PT Prastuti Utama (Persero) Tbk,Retail Store,Jawa Tengah,Tegal,2023-10-09
CUST0210,UD Agustina (Persero) Tbk,Supermarket,DKI Jakarta,Jakarta Selatan,2023-12-03
CUST0211,Perum Mardhiyah Tbk,Wholesaler,Banten,Serang,2024-04-02
CUST0212,PD Sihombing Tbk,Mini Market,Jawa Barat,Bekasi,2026-02-21
CUST0213,PT Megantara Prasetyo Tbk,Mini Market,Jawa Barat,Bogor,2026-01-23
CUST0214,PT Widodo (Persero) Tbk,Wholesaler,Jawa Timur,Kediri,2026-07-21
CUST0215,PD Uwais,Retail Store,Jawa Tengah,Solo,2024-06-11
CUST0216,Perum Wibowo Tbk,Supermarket,Jawa Barat,Bandung,2025-09-01
CUST0217,PD Dongoran Safitri,Retail Store,DKI Jakarta,Jakarta Barat,2023-12-23
CUST0218,Perum Prasetya (Persero) Tbk,Supermarket,Jawa Barat,Cirebon,2026-04-21
CUST0219,UD Yulianti Wasita (Persero) Tbk,Wholesaler,Jawa Barat,Bandung,2025-07-22
CUST0220,UD Lailasari,Retail Store,Banten,Tangerang,2024-01-27
CUST0221,Perum Mansur Wibisono,Online Reseller,Jawa Barat,Cirebon,2024-01-01
CUST0222,Perum Mangunsong Agustina (Persero) Tbk,Retail Store,Jawa Timur,Surabaya,2025-01-04
CUST0223,UD Firmansyah Uwais (Persero) Tbk,Online Reseller,Sumatera Utara,Medan,2026-02-24
CUST0224,UD Januar Uwais,Supermarket,Bali,Denpasar,2024-12-24
CUST0225,PT Widodo Tbk,Retail Store,Jawa Timur,Malang,2025-04-14
CUST0226,PD Iswahyudi,Mini Market,Banten,Serang,2024-03-21
CUST0227,PT Sitorus,Online Reseller,Jawa Timur,Kediri,2025-08-21
CUST0228,Perum Putra Hidayat,Mini Market,Jawa Barat,Depok,2024-05-19
CUST0229,Perum Pratama Pradipta,Mini Market,Jawa Barat,Bekasi,2026-02-20
CUST0230,Perum Adriansyah Saefullah,Retail Store,Jawa Barat,Depok,2024-08-20
CUST0231,CV Namaga Ramadan,Mini Market,Jawa Barat,Bandung,2026-03-23
CUST0232,PT Mustofa,Mini Market,Banten,Tangerang,2026-01-17
CUST0233,Perum Sinaga Budiyanto,Retail Store,Bali,Gianyar,2023-09-12
CUST0234,CV Andriani,Wholesaler,Jawa Tengah,Semarang,2024-03-04
CUST0235,PD Hassanah,Online Reseller,Jawa Tengah,Tegal,2025-03-25
CUST0236,PD Mardhiyah,Online Reseller,Jawa Barat,Bogor,2025-12-25
CUST0237,Perum Sihombing,Wholesaler,Jawa Barat,Depok,2024-04-25
CUST0238,PT Kuswandari,Online Reseller,DKI Jakarta,Jakarta Timur,2025-01-09
CUST0239,PT Lestari Handayani (Persero) Tbk,Mini Market,Jawa Barat,Depok,2026-03-11
CUST0240,Perum Maulana (Persero) Tbk,Mini Market,Bali,Gianyar,2026-05-07
CUST0241,PD Riyanti Tbk,Supermarket,DKI Jakarta,Jakarta Selatan,2024-01-12
CUST0242,PT Latupono Yolanda (Persero) Tbk,Mini Market,Jawa Timur,Malang,2025-01-04
CUST0243,PD Sirait Hasanah,Online Reseller,DKI Jakarta,Jakarta Timur,2024-12-09
CUST0244,UD Aryani,Retail Store,Jawa Barat,Bekasi,2024-11-05
CUST0245,UD Mangunsong Tbk,Wholesaler,Bali,Denpasar,2024-08-03
CUST0246,PT Astuti,Mini Market,Jawa Timur,Surabaya,2023-11-08
CUST0247,CV Puspita (Persero) Tbk,Retail Store,Jawa Tengah,Magelang,2023-12-10
CUST0248,PT Zulkarnain Tbk,Retail Store,Jawa Timur,Surabaya,2025-05-30
CUST0249,PT Suwarno Rahimah Tbk,Retail Store,DKI Jakarta,Jakarta Pusat,2026-04-09
CUST0250,CV Wahyuni Laksmiwati,Online Reseller,Bali,Gianyar,2024-09-15
CUST0251,UD Puspita,Mini Market,DKI Jakarta,Jakarta Selatan,2024-04-28
CUST0252,Perum Prasetyo Tbk,Wholesaler,Jawa Tengah,Semarang,2024-10-02
CUST0253,Perum Wahyuni,Retail Store,DKI Jakarta,Jakarta Pusat,2026-03-09
CUST0254,PT Najmudin Tbk,Wholesaler,Sulawesi Selatan,Makassar,2026-02-20
CUST0255,UD Tampubolon (Persero) Tbk,Supermarket,Sulawesi Selatan,Makassar,2025-10-04
CUST0256,Perum Wahyuni Wacana,Mini Market,DKI Jakarta,Jakarta Pusat,2024-03-12
CUST0257,PT Nuraini,Wholesaler,Sulawesi Selatan,Makassar,2023-11-11
CUST0258,PD Siregar Manullang Tbk,Retail Store,Jawa Barat,Depok,2024-04-18
CUST0259,Perum Riyanti (Persero) Tbk,Wholesaler,Jawa Timur,Surabaya,2024-08-02
CUST0260,CV Safitri Hardiansyah,Retail Store,Bali,Denpasar,2026-04-20
CUST0261,PD Wijayanti Tbk,Retail Store,DKI Jakarta,Jakarta Pusat,2025-09-02
CUST0262,PD Saputra Pratama (Persero) Tbk,Wholesaler,Bali,Denpasar,2025-02-08
CUST0263,UD Wastuti,Mini Market,Sumatera Utara,Binjai,2024-09-07
CUST0264,Perum Widiastuti Samosir (Persero) Tbk,Retail Store,Jawa Timur,Sidoarjo,2025-09-07
CUST0265,PT Putra,Wholesaler,Jawa Barat,Bogor,2024-04-24
CUST0266,CV Rajasa Siregar,Online Reseller,Sumatera Utara,Medan,2024-07-22
CUST0267,PD Astuti,Mini Market,Bali,Gianyar,2024-08-20
CUST0268,Perum Pradana Mardhiyah Tbk,Online Reseller,Banten,Tangerang,2024-03-06
CUST0269,PD Budiyanto,Retail Store,Sumatera Utara,Binjai,2023-11-13
CUST0270,UD Permata,Retail Store,Jawa Timur,Kediri,2025-01-11
CUST0271,PD Siregar Latupono Tbk,Mini Market,Bali,Denpasar,2024-12-09
CUST0272,CV Safitri Tbk,Supermarket,Jawa Tengah,Magelang,2023-09-18
CUST0273,PT Fujiati (Persero) Tbk,Retail Store,DKI Jakarta,Jakarta Barat,2026-02-23
CUST0274,Perum Hutapea Widodo Tbk,Supermarket,Jawa Barat,Bogor,2024-05-19
CUST0275,UD Narpati Hutagalung,Wholesaler,DKI Jakarta,Jakarta Pusat,2025-11-20
CUST0276,Perum Melani,Wholesaler,DKI Jakarta,Jakarta Pusat,2025-03-07
CUST0277,UD Yuliarti (Persero) Tbk,Mini Market,DKI Jakarta,Jakarta Barat,2024-03-26
CUST0278,UD Napitupulu Natsir,Mini Market,Sumatera Utara,Medan,2024-05-11
CUST0279,CV Utami,Retail Store,Jawa Barat,Bandung,2025-06-16
CUST0280,Perum Yuniar Usada Tbk,Mini Market,Banten,Cilegon,2025-02-18
CUST0281,CV Farida (Persero) Tbk,Retail Store,Banten,Tangerang,2026-03-30
CUST0282,UD Rahayu (Persero) Tbk,Retail Store,Jawa Barat,Cirebon,2025-01-21
CUST0283,UD Hariyah,Mini Market,Jawa Tengah,Magelang,2024-09-15
CUST0284,UD Suwarno,Mini Market,Jawa Timur,Malang,2025-01-02
CUST0285,Perum Riyanti,Retail Store,Sulawesi Selatan,Parepare,2023-11-19
CUST0286,Perum Puspasari Gunarto Tbk,Wholesaler,Jawa Timur,Surabaya,2025-03-04
CUST0287,UD Suartini Kusmawati,Mini Market,Jawa Timur,Malang,2026-05-18
CUST0288,PD Jailani,Online Reseller,Sumatera Utara,Binjai,2025-02-25
CUST0289,PT Mayasari (Persero) Tbk,Online Reseller,Jawa Barat,Bogor,2026-01-31
CUST0290,PD Novitasari Nurdiyanti (Persero) Tbk,Retail Store,Jawa Timur,Malang,2023-10-08
CUST0291,PD Wasita Tbk,Online Reseller,Jawa Timur,Kediri,2024-09-28
CUST0292,UD Haryanto,Retail Store,Jawa Timur,Sidoarjo,2025-09-08
CUST0293,UD Ramadan Wahyuni (Persero) Tbk,Retail Store,DKI Jakarta,Jakarta Pusat,2024-08-22
CUST0294,UD Saragih Yolanda,Retail Store,Jawa Barat,Cirebon,2024-08-26
CUST0295,CV Riyanti Hutasoit Tbk,Retail Store,Jawa Barat,Bogor,2025-09-29
CUST0296,CV Winarsih (Persero) Tbk,Mini Market,Jawa Barat,Bandung,2025-04-30
CUST0297,Perum Tarihoran Budiyanto Tbk,Retail Store,Jawa Barat,Bekasi,2025-08-03
